Id,R_2025_26,RM_2025_26,Nome,Squadra_2025_26,Qt.A_2025_26,Qt.I_2025_26,Diff._2025_26,Qt.A M_2025_26,Qt.I M_2025_26,Diff.M_2025_26,FVM_2025_26,FVM M_2025_26,Rm_2025_26,Pv_2025_26,Mv_2025_26,Fm_2025_26,Gf_2025_26,Gs_2025_26,Rp_2025_26,Rc_2025_26,R+_2025_26,R-_2025_26,Ass_2025_26,Amm_2025_26,Esp_2025_26,Au_2025_26,R_2022_23,RM_2022_23,Squadra_2022_23,Qt.A_2022_23,Qt.I_2022_23,Diff._2022_23,Qt.A M_2022_23,Qt.I M_2022_23,Diff.M_2022_23,FVM_2022_23,FVM M_2022_23,Rm_2022_23,Pv_2022_23,Mv_2022_23,Fm_2022_23,Gf_2022_23,Gs_2022_23,Rp_2022_23,Rc_2022_23,R+_2022_23,R-_2022_23,Ass_2022_23,Amm_2022_23,Esp_2022_23,Au_2022_23,R_2023_24,RM_2023_24,Squadra_2023_24,Qt.A_2023_24,Qt.I_2023_24,Diff._2023_24,Qt.A M_2023_24,Qt.I M_2023_24,Diff.M_2023_24,FVM_2023_24,FVM M_2023_24,Rm_2023_24,Pv_2023_24,Mv_2023_24,Fm_2023_24,Gf_2023_24,Gs_2023_24,Rp_2023_24,Rc_2023_24,R+_2023_24,R-_2023_24,Ass_2023_24,Amm_2023_24,Esp_2023_24,Au_2023_24,R_2024_25,RM_2024_25,Squadra_2024_25,Qt.A_2024_25,Qt.I_2024_25,Diff._2024_25,Qt.A M_2024_25,Qt.I M_2024_25,Diff.M_2024_25,FVM_2024_25,FVM M_2024_25,Rm_2024_25,Pv_2024_25,Mv_2024_25,Fm_2024_25,Gf_2024_25,Gs_2024_25,Rp_2024_25,Rc_2024_25,R+_2024_25,R-_2024_25,Ass_2024_25,Amm_2024_25,Esp_2024_25,Au_2024_25,Fattore_Fantahack,Media_Fantamedia_Ponderata,Media_Partite_Giocate_Ponderata,Top_Player,Unicorno,Probabilità_Top_Player,Top_Player_AI,Fattore_Fantahack_AI,Unicorno_AI,Squadra_AI
6448,N.D.,N.D.,Mascheroni,N.D.,213,17,230,666,666,666,3,666,666,149,424,666,514,472,666,666,666,666,350,277,311,75,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,T,Salernitana,3,4,-1,3,3,0,18,15,666,15,5.83,6.0,1,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.1999999999999995,3.0,0,0,0.0,0,0.0,0,N.D.
6458,C,C,Bellucci,Verona,415,522,292,5,5,0,279,12,666,236,172,0,158,329,0,0,0,0,277,330,555,481,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C;T,Verona,8,5,3,8,5,3,15,15,666,23,6.07,5.96,0,0,0,0,0,0,1,7,0,0,C,M;C,Verona,6,5,1,6,6,0,12,12,666,21,5.79,6.02,2,0,0,0,0,0,1,2,1,0,0.2560187474322212,3.599999999999999,12.999999999999998,0,0,0.0,0,0.0,0,N.D.
6459,A,W;A,Broggini,Bologna,60,13,81,3,3,0,335,7,666,349,258,0,294,27,0,0,0,0,470,83,47,371,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,A,Bologna,2,11,-9,2,11,-9,12,12,666,6,5.92,5.92,0,0,0,0,0,0,0,0,0,0,C,W;A,Lecce,6,7,-1,5,6,-1,14,14,666,17,5.82,6.09,2,0,0,1,1,0,0,3,0,0,0.2058616739913911,3.619999999999999,7.999999999999999,0,0,0.005,0,0.0010293083699569,0,N.D.
6460,N.D.,N.D.,Ossola,N.D.,660,602,28,666,666,666,170,666,666,419,177,666,331,324,666,666,666,666,58,275,575,320,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Salernitana,2,1,1,2,1,1,3,3,666,10,5.35,5.3,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.0599999999999998,2.0,0,0,0.0,0,0.0,0,N.D.
6462,P,Por,Pizzetti,Udinese,243,343,321,6,6,0,7,17,666,564,196,0,449,396,0,0,0,0,157,260,295,492,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Udinese,12,1,11,12,1,11,20,20,666,21,6.17,4.93,0,25,0,0,0,0,0,2,0,0,P,Por,Udinese,8,7,1,8,7,1,17,17,666,25,6.1,4.4,0,40,0,0,0,0,0,1,0,1,0.1955994996610457,2.746,14.199999999999998,0,0,0.015,0,0.0029339924949156,0,Squadra_5_AI
6464,N.D.,N.D.,Carriera,N.D.,578,400,102,666,666,666,509,666,666,649,560,666,142,516,666,666,666,666,543,385,20,198,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Cagliari,2,5,-3,2,5,-3,9,9,666,15,5.57,5.5,0,0,0,0,0,0,1,2,1,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.1,3.0,0,0,0.0,0,0.0,0,N.D.
6465,N.D.,N.D.,Galeati,N.D.,366,49,642,666,666,666,399,666,666,354,344,666,597,11,666,666,666,666,594,141,33,412,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Ds;Dc,Lecce,2,3,-1,2,3,-1,5,5,666,6,5.42,5.33,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.0659999999999998,1.1999999999999995,0,0,0.0,0,0.0,0,N.D.
6474,N.D.,N.D.,Pizzetti,N.D.,28,531,71,666,666,666,201,666,666,464,277,666,117,460,666,666,666,666,587,322,653,92,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Torino,1,3,-2,1,3,-2,7,7,666,8,5.75,5.69,0,0,0,0,0,0,0,2,0,0,D,Dc,Empoli,1,1,0,1,1,0,4,4,666,1,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0.0,3.1379999999999995,2.0,0,0,0.015,0,0.0,0,N.D.
6480,D,Dd;E,Bazzi,Verona,276,285,520,8,8,0,379,17,666,74,256,0,522,376,0,0,0,0,665,516,592,595,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,W,Verona,5,4,1,5,3,2,15,15,666,25,5.76,5.76,0,0,0,0,0,0,1,2,0,0,D,Dd;E,Verona,8,6,2,8,6,2,16,16,666,36,5.76,5.9,2,0,0,0,0,0,3,6,1,0,0.3045517535707492,3.511999999999999,19.399999999999995,0,0,0.005,0,0.0015227587678537,0,N.D.
6481,C,C,Storladi,Udinese,108,590,110,4,4,0,656,10,666,165,599,0,368,199,0,0,0,0,59,241,121,231,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C;T,Udinese,7,5,2,7,5,2,34,34,666,28,5.88,6.02,2,0,0,0,0,0,2,6,1,0,C,C,Udinese,6,8,-2,6,7,-1,15,15,666,25,5.9,5.96,1,0,0,0,0,0,1,5,0,0,0.3410430783968806,3.587999999999999,15.599999999999996,0,1,0.0,0,0.0,0,N.D.
6482,P,Por,Cadorna,Lazio,459,466,189,3,3,0,273,12,666,141,98,0,483,199,0,0,0,0,191,391,284,383,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Lazio,11,1,10,11,1,10,1,1,666,8,6.25,5.5,0,6,0,0,0,0,0,0,0,0,P,Por,Lazio,12,1,11,12,1,11,41,41,666,9,6.28,5.5,0,7,0,0,0,0,0,0,0,0,0.1213546845608415,3.299999999999999,5.199999999999998,0,0,0.005,0,0.0006067734228042,0,N.D.
6485,D,Dd;Dc,Dalla,Udinese,524,361,17,5,5,0,68,13,666,262,412,0,174,201,0,0,0,0,649,185,286,338,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Udinese,6,2,4,6,2,4,18,18,666,26,5.79,5.75,0,0,0,0,0,0,1,2,1,0,D,Dc,Udinese,4,5,-1,4,5,-1,10,10,666,21,5.57,5.6,1,0,0,0,0,0,0,5,0,0,0.252591331906995,3.39,13.599999999999998,0,0,0.0,0,0.0,0,N.D.
6486,C,W;T,Caruso,Verona,189,454,444,9,9,0,311,23,666,117,365,0,34,346,0,0,0,0,460,605,127,462,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C;W;T,Verona,13,3,10,14,5,9,40,45,666,30,6.12,6.47,3,0,0,1,1,0,5,7,0,0,C,W;T,Verona,6,13,-7,6,13,-7,18,21,666,31,5.84,5.76,0,0,0,0,0,0,1,5,1,0,0.2816341034984417,3.5979999999999994,18.399999999999995,0,0,0.04,0,0.0112653641399376,0,N.D.
6490,N.D.,N.D.,Pertile,N.D.,79,9,30,666,666,666,165,666,666,3,61,666,363,502,666,666,666,666,567,443,27,178,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Verona,1,3,-2,1,3,-2,8,8,666,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.1339999999999997,0.5999999999999999,0,0,0.0,0,0.0,0,N.D.
6492,N.D.,N.D.,Salieri,N.D.,346,153,83,666,666,666,588,666,666,446,80,666,76,1,666,666,666,666,152,97,619,124,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C;W;T,Frosinone,4,1,3,4,1,3,15,20,666,8,6.06,6.5,1,0,0,0,0,0,1,1,0,0,C,W;T,Lazio,1,4,-3,1,3,-2,6,8,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.2999999999999998,1.5999999999999996,0,0,0.0,0,0.0,0,N.D.
6495,D,Dc,Leone,Fiorentina,159,155,271,7,7,0,95,17,666,468,313,0,254,422,0,0,0,0,490,67,151,473,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Fiorentina,1,1,0,1,1,0,1,1,666,2,6.0,5.75,0,0,0,0,0,0,0,1,0,0,D,Dc,Fiorentina,7,1,6,7,1,6,14,14,666,28,5.91,5.93,1,0,0,0,0,0,0,5,0,0,0.1943824826173143,3.521999999999999,11.6,0,0,0.0,0,0.0,0,N.D.
6496,D,Ds;E,Ceschi,Milan,192,275,282,3,3,0,285,5,666,530,30,0,201,384,0,0,0,0,379,220,124,653,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Ds;E,Milan,2,1,1,2,1,1,2,2,666,3,6.0,6.0,0,0,0,0,0,0,0,0,0,0,D,Ds;E,Milan,2,1,1,2,1,1,5,5,666,3,5.33,5.0,0,0,0,0,0,0,0,0,1,0,0.0407344395728698,3.1999999999999997,1.7999999999999996,0,0,0.0,0,0.0,0,N.D.
6505,P,Por,Longhena,Cremonese,118,234,651,1,1,0,248,1,666,276,360,0,203,105,0,0,0,0,76,153,245,428,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Milan,1,1,0,1,1,0,1,1,666,1,5.5,4.5,0,1,0,0,0,0,0,0,0,0,P,Por,Milan,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0076377074199131,0.8999999999999998,0.1999999999999999,0,0,0.0,0,0.0,0,N.D.
6507,N.D.,N.D.,Giradello,N.D.,286,607,291,666,666,666,447,666,666,546,127,666,272,47,666,666,666,666,259,551,547,462,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C,Juventus,1,1,0,1,1,0,1,1,666,1,5.0,4.5,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.8999999999999998,0.1999999999999999,0,0,0.0,0,0.0,0,N.D.
6509,N.D.,N.D.,Luxardo,N.D.,56,485,283,666,666,666,472,666,666,3,518,666,324,104,666,666,666,666,207,144,127,223,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Bologna,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6519,A,Pc,Pederiva,Lecce,117,289,398,12,12,0,367,22,666,36,411,0,425,507,0,0,0,0,233,589,408,232,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Milan,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,A,Pc,Milan,2,1,1,2,1,1,6,6,666,6,5.92,5.92,0,0,0,0,0,0,0,0,0,0,0.0325836793245384,2.368,2.3999999999999995,0,0,0.005,0,0.0001629183966226,0,N.D.
6521,N.D.,N.D.,Ruberto,N.D.,21,561,295,666,666,666,273,666,666,470,134,666,524,648,666,666,666,666,412,56,326,142,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Milan,1,1,0,1,1,0,1,1,666,3,6.17,7.17,1,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.4339999999999995,0.5999999999999999,0,0,0.0,0,0.0,0,N.D.
6523,P,Por,Zarlino,Lecce,352,663,196,1,1,0,603,1,666,501,256,0,549,15,0,0,0,0,325,269,438,9,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Lecce,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,P,Por,Lecce,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6524,N.D.,N.D.,Bevilacqua,N.D.,489,554,151,666,666,666,576,666,666,406,530,666,436,131,666,666,666,666,14,632,643,94,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C;T,Monza,3,1,2,3,1,2,11,11,666,7,5.71,5.71,0,0,0,0,0,0,0,0,0,0,0.0,2.284,2.8,0,0,0.0,0,0.0,0,N.D.
6530,N.D.,N.D.,Trillini,N.D.,347,511,409,666,666,666,653,666,666,504,556,666,439,431,666,666,666,666,326,484,143,202,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,W;A,Frosinone,1,1,0,1,1,0,12,13,666,5,6.2,6.1,0,0,0,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.2199999999999998,1.0,0,0,0.0,0,0.0,0,N.D.
6531,D,Dd;Ds;E,Faggiani,Milan,410,537,336,6,6,0,6,19,666,384,612,0,220,408,0,0,0,0,463,655,70,653,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;Ds;E,Milan,1,1,0,1,1,0,5,5,666,1,5.0,4.5,0,0,0,0,0,0,0,1,0,0,D,Dd;Ds;E,Milan,7,1,6,7,1,6,21,24,666,21,5.95,5.83,0,0,0,0,0,0,0,6,0,0,0.1637280335958624,3.2319999999999998,8.6,0,0,0.02,0,0.0032745606719172,0,N.D.
6532,N.D.,N.D.,Collodi,N.D.,20,272,21,666,666,666,118,666,666,32,223,666,314,524,666,666,666,666,92,42,310,197,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,E,Inter,6,5,1,7,7,0,15,15,666,7,6.07,6.5,1,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.2999999999999998,1.4,0,0,0.0,0,0.0,0,N.D.
6533,D,Dc,Papafava,Udinese,304,138,244,3,3,0,653,7,666,115,243,0,156,26,0,0,0,0,465,408,150,282,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Udinese,2,4,-2,2,4,-2,24,24,666,7,5.79,5.64,1,0,0,0,0,0,0,4,0,1,D,Dc,Udinese,2,4,-2,2,4,-2,7,7,666,13,5.69,5.46,1,0,0,0,0,0,0,4,0,2,0.1539761815854481,3.3119999999999994,6.6,0,0,0.01,0,0.0015397618158544,0,N.D.
6537,N.D.,N.D.,Villadicani,N.D.,94,180,470,666,666,666,373,666,666,284,437,666,221,485,666,666,666,666,651,348,136,6,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;Dc,Empoli,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,D,Dd;Dc,Empoli,5,1,4,5,1,4,14,17,666,33,5.76,5.71,0,0,0,0,0,0,1,3,1,0,0.0,2.284,13.2,0,0,0.015,0,0.0,0,N.D.
6538,N.D.,N.D.,Trussardi,N.D.,278,336,516,666,666,666,113,666,666,423,201,666,414,369,666,666,666,666,121,607,6,202,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Genoa,4,5,-1,5,6,-1,11,13,666,7,5.86,5.79,0,0,0,0,0,0,0,1,0,0,0.0,2.3159999999999994,2.8,0,0,0.0,0,0.0,0,N.D.
6549,C,W;A,Depero,Lecce,511,146,365,9,9,0,79,18,666,294,644,0,611,421,0,0,0,0,279,538,511,483,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,A,Lecce,5,2,3,5,2,3,7,7,666,7,6.07,6.21,0,0,0,0,0,0,1,0,0,0,A,W;A,Lecce,10,4,6,10,4,6,19,22,666,35,5.81,6.1,4,0,0,0,0,0,1,4,1,0,0.2308222599656064,3.681999999999999,15.4,0,0,0.195,0,0.0450103406932932,0,N.D.
6551,D,Dc,Pizziol,Bologna,236,127,644,1,1,0,68,2,666,235,623,0,474,58,0,0,0,0,181,315,629,153,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Bologna,1,3,-2,1,3,-2,5,5,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6556,A,A,Ponti,Lazio,150,501,523,7,7,0,620,9,666,162,563,0,285,50,0,0,0,0,262,188,261,17,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,W;A,Verona,14,4,10,14,5,9,55,65,666,17,6.35,7.41,5,0,0,0,0,0,4,2,0,0,A,A,Lazio,10,16,-6,10,16,-6,10,10,666,19,6.0,6.37,2,0,0,0,0,0,2,2,0,0,0.2082152193889347,4.029999999999999,10.999999999999998,0,0,0.08,0,0.0166572175511147,0,N.D.
6558,N.D.,N.D.,Tanzini,N.D.,345,331,489,666,666,666,497,666,666,579,11,666,201,655,666,666,666,666,20,149,457,54,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,A,Verona,2,3,-1,2,3,-1,10,10,666,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.1999999999999995,0.3999999999999999,0,0,0.0,0,0.0,0,N.D.
6562,N.D.,N.D.,Corbo,N.D.,335,109,622,666,666,666,458,666,666,401,20,666,662,546,666,666,666,666,551,460,344,496,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,M;C,Verona,4,3,1,4,3,1,5,5,666,9,5.83,5.72,0,0,0,0,0,0,0,2,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.144,1.7999999999999996,0,0,0.0,0,0.0,0,N.D.
6563,N.D.,N.D.,Condoleo,N.D.,226,130,479,666,666,666,417,666,666,656,264,666,309,434,666,666,666,666,109,665,502,489,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,T,Monza,1,1,0,1,1,0,5,5,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6565,N.D.,N.D.,Verdi,N.D.,351,53,240,666,666,666,606,666,666,439,531,666,153,499,666,666,666,666,405,243,485,305,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Genoa,1,2,-1,1,2,-1,5,5,666,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.1499999999999997,0.3999999999999999,0,0,0.0,0,0.0,0,N.D.
6569,N.D.,N.D.,Parisi,N.D.,230,14,396,666,666,666,341,666,666,526,263,666,64,201,666,666,666,666,194,373,598,111,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Genoa,1,1,0,1,1,0,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
6572,A,Pc,Bodoni,Bologna,322,386,638,19,19,0,29,140,666,560,555,0,96,189,0,0,0,0,419,293,427,123,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Bologna,5,4,1,5,4,1,9,9,666,5,6.0,6.5,1,0,0,0,0,0,0,1,0,0,A,Pc,Bologna,18,8,10,18,7,11,64,61,666,33,6.17,6.76,8,0,0,1,0,1,4,8,0,1,0.1879750042291603,4.004,14.199999999999998,1,0,0.39,0,0.0733102516493725,0,Squadra_2_AI
6573,N.D.,N.D.,Gramsci,N.D.,374,405,295,666,666,666,321,666,666,408,536,666,292,623,666,666,666,666,166,642,222,626,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C;T,Juventus,11,14,-3,11,14,-3,27,27,666,7,5.93,6.07,0,0,0,0,0,0,1,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.2139999999999995,1.4,0,0,0.0,0,0.0,0,N.D.
6574,N.D.,N.D.,Verga,N.D.,645,522,21,666,666,666,42,666,666,329,315,666,600,585,666,666,666,666,58,106,621,417,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Salernitana,2,3,-1,2,3,-1,9,9,666,7,5.5,5.36,0,0,0,0,0,0,0,3,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.0719999999999998,1.4,0,0,0.0,0,0.0,0,N.D.
6576,N.D.,N.D.,Babato,N.D.,466,278,598,666,666,666,344,666,666,191,48,666,585,367,666,666,666,666,581,222,632,603,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;E,Verona,4,4,0,4,4,0,6,6,666,9,5.67,5.67,0,0,0,0,0,0,1,2,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.1339999999999997,1.7999999999999996,0,0,0.0,0,0.0,0,N.D.
6579,N.D.,N.D.,Porzio,N.D.,429,505,192,666,666,666,270,666,666,494,31,666,182,90,666,666,666,666,349,526,39,178,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,W,Verona,6,5,1,6,5,1,9,9,666,10,5.9,5.9,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.18,2.0,0,0,0.0,0,0.0,0,N.D.
6580,N.D.,N.D.,Ariosto,N.D.,429,144,211,666,666,666,607,666,666,95,465,666,243,528,666,666,666,666,254,636,382,662,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Verona,10,8,2,10,8,2,26,16,666,13,6.08,6.54,2,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.3079999999999998,2.6,0,0,0.0,0,0.0,0,N.D.
